"subject" "activity" "domain" "signal_type" "signal_source" "parameter" "axis" "mean(value)"
"24" "walking_upstairs" "time" "accelerometer" "body" "mean" "x" 0.17805605840678
"24" "walking_upstairs" "time" "accelerometer" "body" "mean" "y" -0.02013977412
"24" "walking_upstairs" "time" "accelerometer" "body" "mean" "z" -0.0637419880729661
"24" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.373961579915254
"24" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "x" -0.421582011779661
"24" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "y" -0.316012620584746
"24" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "z" -0.389704138559322
"24" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "magnitude" -0.226402822033898
"24" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "x" 0.906369500508475
"24" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "y" -0.237498409152542
"24" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "z" -0.227134869152542
"24" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.30685447
"24" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "x" -0.962190567457627
"24" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "y" -0.916690779830509
"24" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "z" -0.934952938983051
"24" "walking_upstairs" "time" "gyroscope" "body" "mean" "magnitude" -0.496593734474576
"24" "walking_upstairs" "time" "gyroscope" "body" "mean" "x" -0.0292422341950847
"24" "walking_upstairs" "time" "gyroscope" "body" "mean" "y" -0.06883400275
"24" "walking_upstairs" "time" "gyroscope" "body" "mean" "z" -0.0125068263076271
"24" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.571054706525424
"24" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "x" -0.60895797338983
"24" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "y" -0.607589249152542
"24" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "z" -0.461785807322034
"25" "laying" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.867282545506849
"25" "laying" "fourier.transform" "accelerometer" "body" "mean" "x" -0.951003228493151
"25" "laying" "fourier.transform" "accelerometer" "body" "mean" "y" -0.865873911328767
"25" "laying" "fourier.transform" "accelerometer" "body" "mean" "z" -0.889415314041096
"25" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.807477227260274
"25" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.939485848561644
"25" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.810399274630137
"25" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.832992869074658
"25" "laying" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.939189301232877
"25" "laying" "fourier.transform" "gyroscope" "body" "mean" "x" -0.890517539315068
"25" "laying" "fourier.transform" "gyroscope" "body" "mean" "y" -0.946259639315069
"25" "laying" "fourier.transform" "gyroscope" "body" "mean" "z" -0.924536860547945
"25" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.910559644109589
"25" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.891308069041096
"25" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.932293334794521
"25" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.915467504246575
"25" "laying" "time" "accelerometer" "body" "mean" "magnitude" -0.761319565993151
"25" "laying" "time" "accelerometer" "body" "mean" "x" 0.169349498690411
"25" "laying" "time" "accelerometer" "body" "mean" "y" 0.00478378239267123
"25" "laying" "time" "accelerometer" "body" "mean" "z" -0.0655733868958904
"25" "laying" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.805593186643836
"25" "laying" "time" "accelerometer" "body" "std.deviation" "x" -0.941219943219178
"25" "laying" "time" "accelerometer" "body" "std.deviation" "y" -0.818728925143836
"25" "laying" "time" "accelerometer" "body" "std.deviation" "z" -0.842548765157534
"25" "laying" "time" "accelerometer" "gravity" "mean" "magnitude" -0.56047777609589
"25" "laying" "time" "accelerometer" "gravity" "mean" "x" -0.461102531369863
"25" "laying" "time" "accelerometer" "gravity" "mean" "y" 0.620658919917808
"25" "laying" "time" "accelerometer" "gravity" "mean" "z" 0.526353818315068
"25" "laying" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.649254767945205
"25" "laying" "time" "accelerometer" "gravity" "std.deviation" "x" -0.829554947808219
"25" "laying" "time" "accelerometer" "gravity" "std.deviation" "y" -0.643578361424658
"25" "laying" "time" "accelerometer" "gravity" "std.deviation" "z" -0.610161166287671
"25" "laying" "time" "gyroscope" "body" "mean" "magnitude" -0.88973590390411
"25" "laying" "time" "gyroscope" "body" "mean" "x" -0.0489598823732877
"25" "laying" "time" "gyroscope" "body" "mean" "y" -0.0571560298215753
"25" "laying" "time" "gyroscope" "body" "mean" "z" 0.0400132283726027
"25" "laying" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.912163446164384
"25" "laying" "time" "gyroscope" "body" "std.deviation" "x" -0.92357539239726
"25" "laying" "time" "gyroscope" "body" "std.deviation" "y" -0.954097563150685
"25" "laying" "time" "gyroscope" "body" "std.deviation" "z" -0.942585122260274
"25" "sitting" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.977479909076923
"25" "sitting" "fourier.transform" "accelerometer" "body" "mean" "x" -0.991942172153846
"25" "sitting" "fourier.transform" "accelerometer" "body" "mean" "y" -0.971037131153846
"25" "sitting" "fourier.transform" "accelerometer" "body" "mean" "z" -0.980551263846154
"25" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.974808034692308
"25" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.992437194615385
"25" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.964455509307692
"25" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.975623360076923
"25" "sitting" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.985566307692308
"25" "sitting" "fourier.transform" "gyroscope" "body" "mean" "x" -0.988002552461538
"25" "sitting" "fourier.transform" "gyroscope" "body" "mean" "y" -0.983827801076923
"25" "sitting" "fourier.transform" "gyroscope" "body" "mean" "z" -0.975805890153846
"25" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.981170728384615
"25" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.990550003076923
"25" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.979828883230769
"25" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.974172870615385
"25" "sitting" "time" "accelerometer" "body" "mean" "magnitude" -0.979977239769231
"25" "sitting" "time" "accelerometer" "body" "mean" "x" 0.176875091726385
"25" "sitting" "time" "accelerometer" "body" "mean" "y" -0.00495776093538462
"25" "sitting" "time" "accelerometer" "body" "mean" "z" -0.0535264160591538
"25" "sitting" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.974157609692308
"25" "sitting" "time" "accelerometer" "body" "std.deviation" "x" -0.992085725153846
"25" "sitting" "time" "accelerometer" "body" "std.deviation" "y" -0.965164304376923
"25" "sitting" "time" "accelerometer" "body" "std.deviation" "z" -0.976786352769231
"25" "sitting" "time" "accelerometer" "gravity" "mean" "magnitude" -0.970409337076923
"25" "sitting" "time" "accelerometer" "gravity" "mean" "x" 0.865686078153846
"25" "sitting" "time" "accelerometer" "gravity" "mean" "y" 0.208287142261538
"25" "sitting" "time" "accelerometer" "gravity" "mean" "z" 0.167140956385077
"25" "sitting" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.960003414461538
"25" "sitting" "time" "accelerometer" "gravity" "std.deviation" "x" -0.988879980615385
"25" "sitting" "time" "accelerometer" "gravity" "std.deviation" "y" -0.963415016923077
"25" "sitting" "time" "accelerometer" "gravity" "std.deviation" "z" -0.969459982461538
"25" "sitting" "time" "gyroscope" "body" "mean" "magnitude" -0.979716684307692
"25" "sitting" "time" "gyroscope" "body" "mean" "x" -0.0653426735461538
"25" "sitting" "time" "gyroscope" "body" "mean" "y" -0.0569827069261538
"25" "sitting" "time" "gyroscope" "body" "mean" "z" 0.0178594124769231
"25" "sitting" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.981202764384615
"25" "sitting" "time" "gyroscope" "body" "std.deviation" "x" -0.991106119
"25" "sitting" "time" "gyroscope" "body" "std.deviation" "y" -0.986254634769231
"25" "sitting" "time" "gyroscope" "body" "std.deviation" "z" -0.982064473230769
"25" "standing" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.977324782027027
"25" "standing" "fourier.transform" "accelerometer" "body" "mean" "x" -0.989248928851351
"25" "standing" "fourier.transform" "accelerometer" "body" "mean" "y" -0.966200321013513
"25" "standing" "fourier.transform" "accelerometer" "body" "mean" "z" -0.979441741216216
"25" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.976143487702703
"25" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.991095817027027
"25" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.964104416756757
"25" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.975010894054054
"25" "standing" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.976495164932432
"25" "standing" "fourier.transform" "gyroscope" "body" "mean" "x" -0.96807852527027
"25" "standing" "fourier.transform" "gyroscope" "body" "mean" "y" -0.97839988527027
"25" "standing" "fourier.transform" "gyroscope" "body" "mean" "z" -0.970456862567568
"25" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.972094666418919
"25" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.97266417
"25" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.975960666081081
"25" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.974982088108108
"25" "standing" "time" "accelerometer" "body" "mean" "magnitude" -0.978655331689189
"25" "standing" "time" "accelerometer" "body" "mean" "x" 0.176623715594595
"25" "standing" "time" "accelerometer" "body" "mean" "y" -0.00486241663006757
"25" "standing" "time" "accelerometer" "body" "mean" "z" -0.0567905227544662
"25" "standing" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.975356355135135
"25" "standing" "time" "accelerometer" "body" "std.deviation" "x" -0.990141392567568
"25" "standing" "time" "accelerometer" "body" "std.deviation" "y" -0.963420818243243
"25" "standing" "time" "accelerometer" "body" "std.deviation" "z" -0.975852686621622
"25" "standing" "time" "accelerometer" "gravity" "mean" "magnitude" -0.972663592162162
"25" "standing" "time" "accelerometer" "gravity" "mean" "x" 0.929794733108108
"25" "standing" "time" "accelerometer" "gravity" "mean" "y" -0.159316786486486
"25" "standing" "time" "accelerometer" "gravity" "mean" "z" 0.201182106486486
"25" "standing" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.968075629324324
"25" "standing" "time" "accelerometer" "gravity" "std.deviation" "x" -0.993148267702703
"25" "standing" "time" "accelerometer" "gravity" "std.deviation" "y" -0.980642970675676
"25" "standing" "time" "accelerometer" "gravity" "std.deviation" "z" -0.967792578648649
"25" "standing" "time" "gyroscope" "body" "mean" "magnitude" -0.976084717027027
"25" "standing" "time" "gyroscope" "body" "mean" "x" -0.0626341864263514
"25" "standing" "time" "gyroscope" "body" "mean" "y" -0.0558585742763514
"25" "standing" "time" "gyroscope" "body" "mean" "z" 0.0147853191351351
"25" "standing" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.971557541959459
"25" "standing" "time" "gyroscope" "body" "std.deviation" "x" -0.974633557567568
"25" "standing" "time" "gyroscope" "body" "std.deviation" "y" -0.981999880540541
"25" "standing" "time" "gyroscope" "body" "std.deviation" "z" -0.976268216824324
"25" "walking" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.565325682635135
"25" "walking" "fourier.transform" "accelerometer" "body" "mean" "x" -0.617317142905405
"25" "walking" "fourier.transform" "accelerometer" "body" "mean" "y" -0.343167735412162
"25" "walking" "fourier.transform" "accelerometer" "body" "mean" "z" -0.596424806689189
"25" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.575965862635135
"25" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.607797840540541
"25" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.269036951208784
"25" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.560518986621622
"25" "walking" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.666517074121622
"25" "walking" "fourier.transform" "gyroscope" "body" "mean" "x" -0.411909719594595
"25" "walking" "fourier.transform" "gyroscope" "body" "mean" "y" -0.678750350135135
"25" "walking" "fourier.transform" "gyroscope" "body" "mean" "z" -0.561322950945946
"25" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.643324011824324
"25" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.406678108108108
"25" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.567201282027027
"25" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.603544209459459
"25" "walking" "time" "accelerometer" "body" "mean" "magnitude" -0.471790427297297
"25" "walking" "time" "accelerometer" "body" "mean" "x" 0.175582415141081
"25" "walking" "time" "accelerometer" "body" "mean" "y" -0.00756830522871622
"25" "walking" "time" "accelerometer" "body" "mean" "z" -0.056044311552027
"25" "walking" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.554235764324324
"25" "walking" "time" "accelerometer" "body" "std.deviation" "x" -0.601814187567568
"25" "walking" "time" "accelerometer" "body" "std.deviation" "y" -0.272236065047297
"25" "walking" "time" "accelerometer" "body" "std.deviation" "z" -0.556367403445946
"25" "walking" "time" "accelerometer" "gravity" "mean" "magnitude" -0.40528943
"25" "walking" "time" "accelerometer" "gravity" "mean" "x" 0.937483114459459
"25" "walking" "time" "accelerometer" "gravity" "mean" "y" -0.127315870743243
"25" "walking" "time" "accelerometer" "gravity" "mean" "z" 0.188416273486486
"25" "walking" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.565601466081081
"25" "walking" "time" "accelerometer" "gravity" "std.deviation" "x" -0.979499263243243
"25" "walking" "time" "accelerometer" "gravity" "std.deviation" "y" -0.965093441081081
"25" "walking" "time" "accelerometer" "gravity" "std.deviation" "z" -0.944995731216216
"25" "walking" "time" "gyroscope" "body" "mean" "magnitude" -0.536414235202703
"25" "walking" "time" "gyroscope" "body" "mean" "x" -0.0590039035641892
"25" "walking" "time" "gyroscope" "body" "mean" "y" -0.0609877291706081
"25" "walking" "time" "gyroscope" "body" "mean" "z" 0.0177586256333108
"25" "walking" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.623420965472973
"25" "walking" "time" "gyroscope" "body" "std.deviation" "x" -0.454557923918919
"25" "walking" "time" "gyroscope" "body" "std.deviation" "y" -0.701833740810811
"25" "walking" "time" "gyroscope" "body" "std.deviation" "z" -0.611175704256757
"25" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.379898449534483
"25" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "x" -0.449017321810345
